"user_ptr_id"	"reputation"	"gold"	"silver"	"bronze"
"100004702"	"191"	"1"	"2"	"5"
"100001173"	"1854"	"3"	"9"	"30"
"100001812"	"33"	"0"	"2"	"9"
"100079317"	"2"	"0"	"0"	"0"
"100079316"	"11"	"0"	"0"	"0"
"100010782"	"11"	"0"	"1"	"2"
"100011645"	"1"	"0"	"0"	"0"
"100012764"	"14"	"0"	"0"	"1"
"100079326"	"11"	"0"	"0"	"0"
"100000009"	"5"	"0"	"0"	"0"
"100094328"	"11"	"0"	"0"	"0"
"100093975"	"16"	"0"	"0"	"1"
"100094333"	"52"	"0"	"0"	"4"
"100008236"	"46"	"0"	"0"	"4"
"100068945"	"52"	"0"	"0"	"6"
"100001021"	"11"	"0"	"0"	"0"
"100092593"	"26"	"0"	"0"	"2"
"100079325"	"12"	"0"	"0"	"2"
"100013058"	"39"	"0"	"0"	"6"
"100079308"	"11"	"0"	"0"	"3"
"100013755"	"139"	"0"	"0"	"2"
"100092813"	"26"	"0"	"0"	"0"
"100009134"	"20"	"0"	"0"	"3"
"100004770"	"150"	"1"	"1"	"5"
"100002762"	"28"	"0"	"0"	"1"
"100010576"	"11"	"0"	"0"	"1"
"100011031"	"31"	"0"	"0"	"2"
"100011698"	"11"	"0"	"0"	"2"
"100002223"	"805"	"2"	"6"	"19"
"100006191"	"99"	"0"	"0"	"5"
"100070416"	"35"	"0"	"0"	"1"
"100000381"	"34"	"0"	"0"	"6"
"100067915"	"270"	"0"	"0"	"7"
"100076044"	"32"	"0"	"0"	"2"
"100004569"	"188"	"0"	"0"	"8"
"100017189"	"145"	"0"	"0"	"5"
"100002388"	"144"	"0"	"1"	"11"
"100005207"	"43"	"0"	"1"	"5"
"100026581"	"17"	"0"	"0"	"3"
"100013797"	"50"	"0"	"0"	"3"
"100094357"	"11"	"0"	"0"	"1"
"100000768"	"2"	"0"	"0"	"0"
"100007107"	"95"	"0"	"0"	"7"
"100077867"	"10"	"0"	"0"	"1"
"100002099"	"24"	"0"	"0"	"2"
"100098155"	"16"	"0"	"0"	"2"
"100007685"	"81"	"0"	"0"	"5"
"100004691"	"16"	"0"	"0"	"1"
"100079371"	"19"	"0"	"0"	"2"
"100094369"	"26"	"0"	"0"	"3"
"100031779"	"167"	"0"	"0"	"3"
"100001334"	"4"	"0"	"0"	"0"
"100014539"	"36"	"0"	"0"	"4"
"100079364"	"12"	"0"	"0"	"2"
"100072643"	"15"	"0"	"0"	"1"
"100070787"	"12"	"0"	"0"	"3"
"100000638"	"195"	"1"	"3"	"9"
"100111431"	"1"	"0"	"0"	"0"
"100016185"	"49"	"0"	"0"	"2"
"100031959"	"608"	"0"	"3"	"15"
"100103543"	"16"	"0"	"0"	"2"
"100067988"	"53"	"0"	"0"	"4"
"100011674"	"12"	"0"	"0"	"2"
"100010331"	"27"	"1"	"3"	"5"
"100079373"	"11"	"0"	"0"	"0"
"100063323"	"134"	"0"	"0"	"2"
"100077771"	"126"	"0"	"0"	"2"
"100079378"	"1"	"0"	"0"	"1"
"100002007"	"110"	"0"	"0"	"9"
"100079379"	"12"	"0"	"0"	"0"
"100076489"	"121"	"0"	"0"	"4"
"100004696"	"11"	"0"	"0"	"1"
"100095617"	"18"	"0"	"0"	"0"
"100069251"	"17"	"0"	"0"	"1"
"100011671"	"13"	"0"	"0"	"1"
"100006923"	"8"	"1"	"1"	"5"
"100079382"	"71"	"0"	"0"	"2"
"100077225"	"36"	"0"	"0"	"2"
"100013264"	"57"	"0"	"0"	"0"
"100068279"	"38"	"0"	"0"	"5"
"100068684"	"77"	"0"	"0"	"3"
"100069050"	"31"	"0"	"0"	"2"
"100004867"	"6"	"0"	"0"	"2"
"100071006"	"49"	"0"	"0"	"1"
"100017571"	"468"	"0"	"0"	"8"
"100067243"	"161"	"0"	"0"	"6"
"100092615"	"160"	"0"	"0"	"2"
"100071024"	"12"	"0"	"0"	"0"
"100011728"	"12"	"0"	"0"	"2"
"100092772"	"28"	"0"	"0"	"1"
"100005429"	"1"	"0"	"0"	"1"
"100005436"	"41"	"0"	"0"	"5"
"100079403"	"39"	"0"	"0"	"2"
"100010471"	"106"	"0"	"1"	"6"
"100006555"	"842"	"2"	"5"	"16"
"100005392"	"110"	"0"	"0"	"8"
"100019859"	"12"	"0"	"0"	"0"
"100110296"	"76"	"0"	"0"	"3"
"100000075"	"1842"	"1"	"9"	"26"
"100093312"	"241"	"0"	"0"	"2"
"100077819"	"157"	"0"	"0"	"4"
"100093865"	"45"	"0"	"0"	"1"
"100004898"	"25"	"0"	"0"	"3"
"100011739"	"56"	"0"	"0"	"2"
"100011740"	"60"	"0"	"0"	"4"
"100011726"	"1"	"0"	"0"	"0"
"100007535"	"84"	"0"	"2"	"10"
"100106348"	"16"	"0"	"0"	"1"
"100005403"	"38"	"0"	"0"	"4"
"100011791"	"3"	"0"	"0"	"1"
"100004973"	"12"	"0"	"0"	"1"
"100008733"	"22"	"0"	"0"	"4"
"100005445"	"65"	"0"	"1"	"10"
"100005371"	"21"	"0"	"2"	"5"
"100005453"	"11"	"0"	"0"	"2"
"100010062"	"201"	"0"	"4"	"10"
"100071043"	"24"	"0"	"0"	"2"
"100092981"	"202"	"0"	"0"	"5"
"100015883"	"18"	"0"	"0"	"3"
"100015324"	"311"	"0"	"0"	"13"
"100060470"	"18"	"0"	"0"	"3"
"100093618"	"61"	"0"	"0"	"3"
"100029780"	"293"	"0"	"0"	"6"
"100070527"	"112"	"0"	"0"	"3"
"100076405"	"4"	"0"	"0"	"3"
"100009028"	"26"	"0"	"0"	"3"
"100009597"	"11"	"0"	"0"	"2"
"100009536"	"95"	"1"	"1"	"8"
"100009501"	"1"	"0"	"0"	"0"
"100009539"	"1"	"0"	"0"	"0"
"100006183"	"179"	"0"	"0"	"19"
"100010171"	"12"	"0"	"0"	"1"
"100010038"	"4"	"0"	"0"	"0"
"100003202"	"19"	"0"	"2"	"6"
"100005470"	"264"	"0"	"0"	"10"
"100005451"	"33"	"0"	"0"	"4"
"100096800"	"176"	"0"	"0"	"2"
"100096987"	"86"	"0"	"0"	"1"
"100009010"	"16"	"0"	"0"	"3"
"100001055"	"154"	"1"	"1"	"5"
"100009812"	"11"	"0"	"1"	"2"
"100005473"	"13"	"0"	"0"	"3"
"100013891"	"637"	"0"	"0"	"7"
"100079405"	"17"	"0"	"0"	"4"
"100037410"	"7"	"0"	"0"	"2"
"100002906"	"47"	"0"	"1"	"9"
"100001003"	"41"	"0"	"0"	"4"
"100011745"	"2"	"0"	"0"	"0"
"100005450"	"45"	"0"	"0"	"3"
"100006521"	"19"	"0"	"0"	"4"
"100092805"	"126"	"0"	"0"	"3"
"100005530"	"11"	"1"	"1"	"2"
"100011741"	"11"	"0"	"0"	"1"
"100011759"	"16"	"0"	"0"	"4"
"100011751"	"13"	"0"	"0"	"1"
"100005477"	"11"	"0"	"0"	"1"
"100068163"	"12"	"0"	"0"	"3"
"100072624"	"14"	"0"	"0"	"1"
"100077745"	"15"	"0"	"0"	"1"
"100071061"	"37"	"0"	"0"	"2"
"100093853"	"17"	"0"	"0"	"2"
"100004902"	"26"	"0"	"0"	"4"
"100079450"	"17"	"0"	"0"	"4"
"100069733"	"43"	"0"	"0"	"3"
"100009924"	"162"	"0"	"4"	"9"
"100011755"	"24"	"1"	"1"	"3"
"100076216"	"134"	"0"	"0"	"4"
"100076095"	"41"	"0"	"0"	"3"
"100005465"	"11"	"0"	"0"	"2"
"100005467"	"1"	"0"	"0"	"1"
"100011756"	"34"	"0"	"0"	"1"
"100007496"	"61"	"0"	"0"	"6"
"100094534"	"13"	"0"	"0"	"1"
"100005535"	"1"	"0"	"0"	"1"
"100093541"	"25"	"0"	"0"	"1"
"100074017"	"44"	"0"	"0"	"3"
"100079463"	"1"	"0"	"0"	"2"
"100045233"	"127"	"1"	"7"	"7"
"100079452"	"46"	"0"	"0"	"2"
"100041061"	"4"	"0"	"2"	"2"
"100079462"	"11"	"0"	"0"	"1"
"100070433"	"96"	"0"	"0"	"2"
"100005464"	"1"	"0"	"0"	"2"
"100005486"	"11"	"0"	"0"	"1"
"100005493"	"11"	"0"	"0"	"1"
"100063878"	"24"	"0"	"0"	"1"
"100010824"	"136"	"0"	"0"	"3"
"100000265"	"47"	"1"	"1"	"7"
"100069005"	"31"	"0"	"0"	"2"
"100015303"	"128"	"0"	"0"	"5"
"100077076"	"14"	"0"	"0"	"1"
"100068776"	"92"	"0"	"0"	"4"
"100010238"	"1434"	"3"	"9"	"15"
"100069403"	"41"	"0"	"0"	"1"
"100041112"	"461"	"0"	"2"	"10"
"100009160"	"31"	"1"	"2"	"3"
"100009919"	"261"	"3"	"3"	"5"
"100042024"	"2"	"0"	"0"	"0"
"100100090"	"1"	"0"	"0"	"1"
"100005506"	"12"	"0"	"0"	"1"
"100006272"	"28"	"0"	"0"	"2"
"100070013"	"22"	"0"	"0"	"2"
"100094570"	"3"	"0"	"0"	"1"
"100094579"	"11"	"0"	"0"	"0"
"100003187"	"131"	"0"	"3"	"3"
"100011026"	"25"	"0"	"0"	"2"
"100005502"	"11"	"0"	"0"	"1"
"100013295"	"434"	"0"	"0"	"2"
"100011445"	"56"	"0"	"1"	"4"
"100008897"	"642"	"2"	"9"	"17"
"100004743"	"383"	"0"	"0"	"6"
"100021031"	"177"	"1"	"3"	"11"
"100004684"	"28"	"0"	"0"	"2"
"100002483"	"2"	"0"	"0"	"2"
"100079475"	"1"	"0"	"0"	"1"
"100009836"	"106"	"1"	"2"	"6"
"100092709"	"56"	"0"	"0"	"2"
"100092851"	"56"	"0"	"0"	"5"
"100013910"	"45"	"0"	"0"	"3"
"100094587"	"57"	"0"	"0"	"1"
"100011639"	"71"	"0"	"0"	"5"
"100068211"	"17"	"0"	"0"	"4"
"100025891"	"46"	"0"	"0"	"1"
"100069018"	"19"	"0"	"0"	"1"
"100002129"	"46"	"3"	"3"	"7"
"100079479"	"38"	"0"	"0"	"2"
"100069546"	"64"	"0"	"0"	"5"
"100000350"	"66"	"0"	"0"	"4"
"100003452"	"73"	"0"	"0"	"6"
"100011771"	"34"	"0"	"0"	"5"
"100011766"	"218"	"0"	"1"	"4"
"100005518"	"34"	"0"	"0"	"4"
"100010787"	"60"	"0"	"0"	"9"
"100096955"	"61"	"0"	"1"	"3"
"100010341"	"144"	"0"	"1"	"3"
"100010575"	"123"	"1"	"3"	"6"
"100069041"	"34"	"0"	"0"	"2"
"100005047"	"66"	"0"	"1"	"3"
"100005583"	"0"	"0"	"1"	"2"
"100008404"	"23"	"0"	"0"	"3"
"100001225"	"13"	"0"	"0"	"4"
"100094653"	"13"	"0"	"0"	"1"
"100015667"	"40"	"0"	"0"	"3"
"100094647"	"13"	"0"	"0"	"1"
"100002319"	"81"	"3"	"4"	"10"
"100014537"	"258"	"3"	"3"	"10"
"100077756"	"51"	"0"	"0"	"4"
"100033498"	"42"	"0"	"0"	"2"
"100094397"	"107"	"0"	"0"	"1"
"100010230"	"631"	"0"	"5"	"19"
"100096578"	"226"	"0"	"1"	"3"
"100006553"	"342"	"0"	"0"	"8"
"100005549"	"1"	"0"	"0"	"0"
"100000408"	"27"	"0"	"0"	"4"
"100075771"	"48"	"0"	"0"	"3"
"100011361"	"4"	"0"	"0"	"1"
"100011725"	"27"	"0"	"0"	"2"
"100062035"	"71"	"0"	"0"	"1"
"100008858"	"12"	"0"	"1"	"2"
"100000872"	"106"	"0"	"0"	"5"
"100005362"	"907"	"1"	"1"	"5"
"100005551"	"11"	"0"	"0"	"1"
"100005468"	"38"	"0"	"0"	"5"
"100005841"	"62"	"0"	"0"	"3"
"100004583"	"11"	"0"	"1"	"2"
"100068239"	"14"	"0"	"1"	"2"
"100079501"	"1"	"0"	"0"	"0"
"100004444"	"52"	"0"	"1"	"7"
"100097198"	"156"	"0"	"0"	"1"
"100093937"	"41"	"0"	"0"	"1"
"100079473"	"1"	"0"	"0"	"2"
"100018556"	"74"	"1"	"1"	"4"
"100005140"	"215"	"2"	"5"	"20"
"100006263"	"204"	"1"	"3"	"16"
"100100105"	"1"	"0"	"0"	"1"
"100095139"	"482"	"0"	"0"	"6"
"100010166"	"290"	"0"	"3"	"9"
"100077589"	"83"	"0"	"0"	"4"
"100000145"	"155"	"0"	"0"	"11"
"100078599"	"31"	"0"	"0"	"4"
"100004607"	"77"	"0"	"1"	"8"
"100005600"	"11"	"0"	"0"	"3"
"100000770"	"17"	"0"	"0"	"2"
"100067293"	"171"	"0"	"0"	"4"
"100005537"	"11"	"0"	"0"	"1"
"100068086"	"406"	"0"	"0"	"3"
"100006069"	"59"	"0"	"0"	"4"
"100092613"	"63"	"0"	"0"	"2"
"100021941"	"28"	"0"	"0"	"4"
"100092884"	"124"	"0"	"0"	"2"
"100029036"	"118"	"0"	"0"	"5"
"100060498"	"104"	"0"	"0"	"7"
"100003998"	"117"	"0"	"0"	"5"
"100011030"	"11"	"0"	"0"	"2"
"100014919"	"3"	"0"	"0"	"0"
"100004894"	"75"	"0"	"0"	"6"
"100001169"	"134"	"0"	"1"	"3"
"100002880"	"31"	"0"	"1"	"3"
"100010908"	"56"	"0"	"0"	"3"
"100005547"	"55"	"1"	"1"	"5"
"100068576"	"31"	"0"	"0"	"2"
"100002734"	"21"	"0"	"0"	"1"
"100066720"	"28"	"0"	"0"	"3"
"100005586"	"56"	"0"	"0"	"5"
"100005555"	"26"	"0"	"1"	"4"
"100005563"	"1"	"0"	"0"	"2"
"100005598"	"0"	"0"	"1"	"4"
"100000340"	"61"	"0"	"1"	"4"
"100010678"	"17"	"0"	"2"	"5"
"100011258"	"11"	"0"	"0"	"1"
"100011406"	"56"	"0"	"0"	"4"
"100001356"	"46"	"0"	"0"	"2"
"100003830"	"31"	"0"	"0"	"4"
"100004320"	"197"	"0"	"2"	"5"
"100005597"	"11"	"0"	"1"	"3"
"100005609"	"11"	"1"	"1"	"2"
"100005620"	"6"	"0"	"0"	"2"
"100008938"	"218"	"0"	"0"	"5"
"100059869"	"38"	"0"	"0"	"3"
"100092944"	"67"	"0"	"0"	"2"
"100092728"	"41"	"0"	"0"	"3"
"100067547"	"224"	"0"	"0"	"6"
"100071144"	"9"	"0"	"0"	"2"
"100008449"	"74"	"0"	"0"	"5"
"100067354"	"397"	"0"	"0"	"6"
"100005568"	"77"	"0"	"0"	"8"
"100001710"	"2206"	"4"	"12"	"57"
"100069784"	"77"	"0"	"0"	"2"
"100000014"	"91"	"0"	"2"	"6"
"100000064"	"76"	"0"	"0"	"6"
"100000332"	"46"	"0"	"1"	"4"
"100005272"	"27"	"0"	"0"	"6"
"100070224"	"18"	"0"	"0"	"3"
"100001288"	"16"	"0"	"1"	"3"
"100062933"	"12"	"0"	"0"	"1"
"100000437"	"17"	"0"	"0"	"5"
"100000151"	"52"	"0"	"0"	"2"
"100110639"	"1"	"0"	"0"	"1"
"100000255"	"155"	"2"	"5"	"12"
"100005569"	"1"	"0"	"0"	"0"
"100005195"	"73"	"0"	"0"	"10"
"100023624"	"85"	"0"	"0"	"8"
"100093055"	"327"	"0"	"0"	"8"
"100011607"	"19"	"0"	"1"	"5"
"100009220"	"18"	"0"	"0"	"1"
"100005582"	"11"	"0"	"0"	"1"
"100005611"	"11"	"0"	"0"	"2"
"100079724"	"2"	"0"	"0"	"1"
"100008944"	"11"	"0"	"1"	"2"
"100008725"	"12"	"0"	"0"	"1"
"100006395"	"30"	"0"	"0"	"3"
"100005339"	"73"	"0"	"1"	"6"
"100070058"	"31"	"0"	"0"	"4"
"100071432"	"22"	"0"	"0"	"0"
"100004714"	"13"	"0"	"0"	"1"
"100008356"	"180"	"1"	"1"	"12"
"100099990"	"26"	"0"	"0"	"0"
"100005400"	"11"	"0"	"0"	"2"
"100071203"	"2"	"0"	"0"	"0"
"100071204"	"1"	"0"	"0"	"0"
"100078946"	"16"	"0"	"0"	"1"
"100011201"	"1"	"0"	"0"	"0"
"100100067"	"31"	"0"	"0"	"1"
"100094789"	"1"	"0"	"0"	"0"
"100014158"	"56"	"0"	"0"	"5"
"100004986"	"32"	"0"	"0"	"1"
"100004895"	"32"	"0"	"0"	"3"
"100067910"	"379"	"0"	"0"	"6"
"100013087"	"138"	"0"	"0"	"5"
"100005390"	"26"	"0"	"1"	"4"
"100092841"	"51"	"0"	"0"	"2"
"100011450"	"12"	"0"	"0"	"1"
"100003678"	"18"	"0"	"0"	"2"
"100097635"	"78"	"0"	"0"	"1"
"100030886"	"5"	"0"	"0"	"1"
"100004411"	"1"	"0"	"0"	"0"
"100079600"	"11"	"0"	"0"	"1"
"100079584"	"1"	"0"	"0"	"1"
"100077761"	"15"	"0"	"0"	"2"
"100005511"	"23"	"0"	"0"	"3"
"100016057"	"153"	"0"	"0"	"9"
"100070683"	"16"	"0"	"0"	"4"
"100098446"	"86"	"0"	"0"	"1"
"100099686"	"41"	"0"	"0"	"0"
"100002401"	"31"	"0"	"2"	"7"
"100003736"	"16"	"0"	"0"	"1"
"100005585"	"11"	"0"	"0"	"2"
"100011438"	"26"	"0"	"0"	"2"
"100011462"	"11"	"0"	"0"	"2"
"100004689"	"1"	"0"	"0"	"0"
"100067347"	"18"	"0"	"0"	"0"
"100079612"	"11"	"0"	"0"	"0"
"100008876"	"40"	"0"	"0"	"7"
"100000958"	"30"	"1"	"2"	"6"
"100001338"	"160"	"0"	"0"	"3"
"100003805"	"31"	"0"	"0"	"3"
"100010330"	"456"	"2"	"4"	"10"
"100005251"	"1"	"0"	"0"	"0"
"100015420"	"29"	"0"	"0"	"2"
"100001566"	"385"	"2"	"6"	"15"
"100013203"	"8"	"0"	"0"	"0"
"100065756"	"271"	"0"	"0"	"10"
"100011442"	"173"	"0"	"1"	"9"
"100071051"	"224"	"0"	"0"	"3"
"100094283"	"86"	"0"	"0"	"2"
"100004237"	"649"	"0"	"2"	"26"
"100094757"	"26"	"0"	"0"	"1"
"100008446"	"16"	"0"	"0"	"3"
"100071102"	"75"	"0"	"0"	"2"
"100004401"	"16"	"1"	"1"	"3"
"100004610"	"26"	"0"	"1"	"4"
"100005056"	"156"	"0"	"0"	"8"
"100005382"	"1"	"0"	"0"	"1"
"100008960"	"9"	"0"	"0"	"4"
"100010837"	"46"	"0"	"0"	"4"
"100015146"	"47"	"0"	"0"	"0"
"100071252"	"14"	"0"	"0"	"0"
"100005703"	"13"	"0"	"0"	"1"
"100093315"	"221"	"0"	"0"	"4"
"100017707"	"49"	"0"	"0"	"3"
"100000135"	"15"	"0"	"0"	"2"
"100009278"	"1"	"0"	"0"	"1"
"100069130"	"14"	"0"	"0"	"2"
"100004173"	"26"	"0"	"1"	"2"
"100009210"	"11"	"1"	"1"	"1"
"100093815"	"27"	"0"	"0"	"2"
"100060706"	"136"	"0"	"0"	"6"
"100093372"	"121"	"0"	"0"	"7"
"100093103"	"151"	"0"	"0"	"4"
"100068857"	"553"	"0"	"0"	"10"
"100093033"	"333"	"0"	"0"	"4"
"100026112"	"44"	"0"	"0"	"3"
"100011610"	"41"	"0"	"0"	"4"
"100009697"	"23"	"0"	"0"	"3"
"100004317"	"52"	"0"	"0"	"4"
"100004746"	"76"	"0"	"0"	"2"
"100004900"	"11"	"0"	"0"	"1"
"100009672"	"11"	"1"	"1"	"3"
"100093543"	"61"	"0"	"0"	"3"
"100005594"	"994"	"8"	"26"	"48"
"100008712"	"136"	"0"	"1"	"5"
"100013233"	"7"	"0"	"1"	"2"
"100068330"	"13"	"0"	"0"	"0"
"100067531"	"92"	"0"	"0"	"3"
"100071833"	"252"	"0"	"0"	"5"
"100062658"	"3"	"0"	"0"	"2"
"100077222"	"3"	"0"	"0"	"0"
"100079629"	"2"	"0"	"0"	"0"
"100062234"	"18"	"0"	"0"	"0"
"100009740"	"11"	"0"	"0"	"2"
"100010320"	"122"	"0"	"0"	"2"
"100010154"	"2"	"0"	"0"	"0"
"100004642"	"53"	"0"	"0"	"6"
"100006529"	"128"	"1"	"1"	"8"
"100015024"	"33"	"0"	"0"	"2"
"100069560"	"69"	"0"	"0"	"3"
"100068783"	"67"	"0"	"0"	"4"
"100094978"	"3"	"0"	"0"	"3"
"100079622"	"11"	"0"	"0"	"0"
"100079504"	"16"	"0"	"0"	"3"
"100026592"	"29"	"0"	"0"	"2"
"100043863"	"536"	"0"	"0"	"11"
"100062608"	"109"	"0"	"1"	"5"
"100010456"	"12"	"0"	"0"	"2"
"100005643"	"1"	"0"	"0"	"1"
"100010416"	"26"	"0"	"0"	"2"
"100010807"	"50"	"1"	"1"	"6"
"100060162"	"193"	"0"	"0"	"6"
"100094828"	"61"	"0"	"0"	"2"
"100070907"	"24"	"0"	"0"	"2"
"100095023"	"17"	"0"	"0"	"1"
"100028909"	"8"	"0"	"0"	"0"
"100067659"	"107"	"0"	"0"	"7"
"100067933"	"219"	"0"	"0"	"4"
"100005684"	"11"	"0"	"0"	"2"
"100009969"	"0"	"3"	"3"	"6"
"100000815"	"593"	"2"	"7"	"19"
"100011305"	"1"	"0"	"0"	"1"
"100092637"	"102"	"0"	"0"	"3"
"100075902"	"4"	"0"	"0"	"0"
"100005638"	"1"	"0"	"0"	"0"
"100071287"	"11"	"0"	"0"	"1"
"100005639"	"0"	"0"	"0"	"0"
"100005421"	"12"	"0"	"1"	"2"
"100005094"	"37"	"0"	"0"	"3"
"100009997"	"26"	"0"	"0"	"3"
"100079654"	"11"	"0"	"0"	"2"
"100095142"	"2"	"0"	"0"	"2"
"100079662"	"1"	"0"	"0"	"0"
"100014236"	"26"	"0"	"0"	"1"
"100008458"	"24"	"0"	"0"	"2"
"100071292"	"28"	"0"	"0"	"0"
"100001824"	"22"	"0"	"1"	"4"
"100005927"	"80"	"0"	"0"	"4"
"100008942"	"1"	"0"	"0"	"0"
"100005649"	"17"	"0"	"0"	"1"
"100004423"	"15"	"0"	"1"	"3"
"100079669"	"11"	"0"	"0"	"0"
"100005452"	"445"	"0"	"3"	"21"
"100079672"	"22"	"0"	"0"	"0"
"100005556"	"167"	"1"	"2"	"9"
"100093395"	"41"	"0"	"0"	"1"
"100007249"	"1691"	"1"	"4"	"16"
"100078539"	"36"	"0"	"0"	"3"
"100012178"	"103"	"0"	"3"	"7"
"100095183"	"2"	"0"	"0"	"1"
"100067974"	"57"	"0"	"0"	"2"
"100079660"	"27"	"0"	"0"	"1"
"100068031"	"169"	"0"	"0"	"7"
"100031433"	"25"	"0"	"0"	"2"
"100029585"	"106"	"0"	"0"	"5"
"100095117"	"93"	"0"	"0"	"4"
"100000141"	"1186"	"1"	"3"	"18"
"100005668"	"26"	"0"	"0"	"4"
"100069999"	"52"	"0"	"0"	"2"
"100095178"	"1"	"0"	"0"	"0"
"100004962"	"396"	"1"	"3"	"24"
"100003275"	"16"	"0"	"2"	"3"
"100008714"	"117"	"0"	"0"	"10"
"100009741"	"11"	"0"	"0"	"1"
"100079674"	"2"	"0"	"0"	"0"
"100009857"	"80"	"1"	"2"	"7"
"100005658"	"12"	"1"	"3"	"5"
"100095217"	"5"	"0"	"0"	"0"
"100095230"	"33"	"0"	"0"	"1"
"100001691"	"83"	"0"	"0"	"3"
"100000540"	"49"	"2"	"2"	"7"
"100019873"	"22"	"0"	"0"	"1"
"100079687"	"48"	"0"	"0"	"1"
"100000414"	"95"	"0"	"0"	"5"
"100011440"	"13"	"0"	"1"	"3"
"100001933"	"166"	"2"	"2"	"12"
"100014577"	"4"	"0"	"1"	"2"
"100005681"	"11"	"0"	"1"	"2"
"100000615"	"261"	"0"	"0"	"26"
"100095239"	"33"	"0"	"0"	"1"
"100000066"	"24"	"1"	"1"	"4"
"100008360"	"73"	"0"	"0"	"4"
"100079699"	"11"	"0"	"0"	"1"
"100007475"	"19"	"0"	"1"	"1"
"100079281"	"26"	"0"	"0"	"3"
"100005460"	"42"	"0"	"1"	"6"
"100079697"	"11"	"0"	"0"	"0"
"100009810"	"12"	"0"	"0"	"1"
"100009613"	"13"	"0"	"0"	"2"
"100010943"	"92"	"0"	"3"	"6"
"100067318"	"44"	"0"	"0"	"1"
"100001177"	"17"	"0"	"0"	"1"
"100002698"	"16"	"0"	"0"	"1"
"100003364"	"16"	"0"	"0"	"1"
"100005651"	"11"	"0"	"0"	"1"
"100005661"	"11"	"0"	"0"	"2"
"100005665"	"11"	"0"	"0"	"2"
"100029936"	"4"	"0"	"0"	"1"
"100095249"	"5"	"0"	"0"	"1"
"100034943"	"5"	"0"	"1"	"1"
"100000173"	"107"	"0"	"0"	"10"
"100011035"	"1"	"0"	"1"	"1"
"100009992"	"6"	"1"	"1"	"1"
"100021129"	"117"	"0"	"0"	"2"
"100079716"	"11"	"0"	"0"	"1"
"100010900"	"1"	"0"	"0"	"0"
"100005685"	"11"	"0"	"0"	"2"
"100009492"	"180"	"3"	"5"	"11"
"100009605"	"82"	"0"	"2"	"5"
"100095269"	"27"	"0"	"0"	"0"
"100069605"	"33"	"0"	"0"	"1"
"100011070"	"11"	"0"	"0"	"1"
"100011164"	"11"	"0"	"0"	"1"
"100005306"	"1"	"0"	"0"	"0"
"100005368"	"288"	"0"	"0"	"11"
"100009483"	"629"	"2"	"10"	"19"
"100023722"	"13"	"0"	"0"	"0"
"100079717"	"2"	"0"	"0"	"0"
"100079726"	"1"	"0"	"0"	"1"
"100004972"	"26"	"0"	"0"	"2"
"100005648"	"1"	"0"	"1"	"1"
"100005663"	"1"	"0"	"0"	"1"
"100010610"	"26"	"0"	"1"	"3"
"100075906"	"92"	"0"	"0"	"2"
"100076302"	"87"	"0"	"0"	"5"
"100000129"	"196"	"13"	"29"	"49"
"100095350"	"78"	"0"	"0"	"2"
"100004609"	"11"	"0"	"0"	"2"
"100004827"	"15"	"1"	"3"	"8"
"100005625"	"1"	"0"	"0"	"2"
"100061419"	"34"	"0"	"0"	"2"
"100013177"	"25"	"1"	"2"	"2"
"100001940"	"14"	"0"	"0"	"0"
"100004937"	"12"	"0"	"0"	"2"
"100003540"	"3"	"0"	"0"	"0"
"100079751"	"1"	"0"	"0"	"0"
"100095398"	"1"	"0"	"0"	"0"
"100009279"	"151"	"1"	"1"	"6"
"100001790"	"42"	"0"	"0"	"3"
"100004476"	"12"	"0"	"0"	"4"
"100010469"	"46"	"0"	"1"	"5"
"100069367"	"173"	"0"	"0"	"5"
"100013417"	"27"	"0"	"0"	"1"
"100071332"	"2"	"0"	"0"	"1"
"100006702"	"244"	"0"	"0"	"5"
"100070284"	"22"	"0"	"0"	"1"
"100093757"	"26"	"0"	"0"	"5"
"100010577"	"1"	"0"	"0"	"0"
"100004874"	"63"	"1"	"2"	"6"
"100005674"	"9"	"0"	"0"	"3"
"100005715"	"12"	"0"	"0"	"2"
"100010626"	"38"	"0"	"0"	"2"
"100079776"	"1"	"0"	"0"	"0"
"100007390"	"13"	"0"	"0"	"0"
"100015502"	"48"	"0"	"0"	"3"
"100079759"	"82"	"0"	"0"	"6"
"100079746"	"16"	"0"	"0"	"2"
"100060818"	"3"	"0"	"0"	"1"
"100002772"	"66"	"1"	"1"	"5"
"100009598"	"91"	"1"	"3"	"6"
"100005526"	"13"	"1"	"1"	"1"
"100062244"	"4"	"0"	"0"	"2"
"100011233"	"26"	"0"	"0"	"3"
"100011385"	"27"	"0"	"1"	"4"
"100011295"	"2"	"0"	"0"	"0"
"100010009"	"4"	"0"	"0"	"1"
"100076757"	"26"	"0"	"0"	"2"
"100064556"	"6"	"0"	"0"	"0"
"100077385"	"21"	"0"	"0"	"2"
"100024941"	"21"	"0"	"0"	"5"
"100009275"	"45"	"0"	"1"	"2"
"100009678"	"11"	"0"	"0"	"2"
"100079799"	"12"	"0"	"0"	"2"
"100000604"	"61"	"1"	"2"	"4"
"100000757"	"2"	"0"	"0"	"2"
"100000972"	"58"	"1"	"2"	"6"
"100079709"	"11"	"0"	"0"	"1"
"100079802"	"11"	"0"	"0"	"1"
